FIPS,state,county,monthly_housing,annual_transportation ,annual_housing_transportation,total_cost,life_expectancy,male_life_expectancy,female_life_expectancy
48497,TX,Wise,1262,14950,30094,46306,76.71,76.19,77.21
48499,TX,Wood,1061,13987,26719,41767,76.6,76.08,77.11
48501,TX,Yoakum,921,14718,25770,41409,77.61,76.72,78.47
48503,TX,Young,916,13952,24944,39812,75.52,74.87,76.14
48505,TX,Zapata,855,12027,22287,35169,79.21,78.40,80.01
48507,TX,Zavala,568,12288,19104,31960,77.86,77.06,78.60
49001,UT,Beaver,999,15243,27231,43473,76.89,75.94,77.82
49003,UT,Box Elder,1093,16428,29544,47065,79.5,79.00,80.00
49005,UT,Cache,1068,14638,27454,43160,81.97,81.56,82.36
49007,UT,Carbon,895,14171,24911,39977,76.52,75.89,77.17
49009,UT,Daggett,1135,15264,28884,45283,81.27,79.81,82.69
49011,UT,Davis,1420,15272,32312,49004,80.74,80.44,81.06
49013,UT,Duchesne,1115,15775,29155,46045,77.58,76.81,78.32
49015,UT,Emery,926,15792,26904,43622,77.99,77.25,78.76
49017,UT,Garfield,932,15468,26652,43052,79.3,78.38,80.25
49019,UT,Grand,1062,14030,26774,41866,78.21,77.35,79.05
49021,UT,Iron,1006,14141,26213,41360,79.15,78.61,79.68
49023,UT,Juab,1066,17678,30470,49214,77.79,76.98,78.61
49025,UT,Kane,979,15325,27073,43377,79.08,78.21,79.91
49027,UT,Millard,907,16477,27361,44745,79.28,78.61,80.03
49029,UT,Morgan,1641,17645,37337,56623,81.47,80.63,82.32
49031,UT,Piute,777,15843,25167,41787,78.37,77.05,79.66
49033,UT,Rich,1045,16663,29203,46911,81.1,80.04,82.22
49035,UT,Salt Lake,1379,13999,30547,45925,79.4,79.17,79.63
49037,UT,San Juan,893,15711,26427,43031,79.02,78.27,79.74
49039,UT,Sanpete,1032,15469,27853,44354,79.16,78.54,79.76
49041,UT,Sevier,969,15022,26650,42641,77.95,77.37,78.56
49043,UT,Summit,1950,16070,39470,57490,82.39,81.84,82.99
49045,UT,Tooele,1204,15911,30359,47474,78.21,77.68,78.72
49047,UT,Uintah,1255,16396,31456,49107,77.99,77.34,78.60
49049,UT,Utah,1341,15714,31806,48861,80.75,80.49,81.04
49051,UT,Wasatch,1588,16853,35909,54350,80.61,79.93,81.27
49053,UT,Washington,1225,14012,28712,43949,81.36,80.97,81.76
49055,UT,Wayne,981,16671,28443,46095,79.47,78.34,80.58
49057,UT,Weber,1191,14939,29231,45361,78.8,78.44,79.16
50001,VT,Addison,1415,14781,31761,47957,80.8,80.28,81.33
50003,VT,Bennington,1328,13559,29495,44382,79.49,79.00,79.95
50005,VT,Caledonia,1179,13995,28143,43317,79.9,79.38,80.40
50007,VT,Chittenden,1580,13815,32775,48170,81.39,81.04,81.75
50009,VT,Essex,1034,14297,26705,42036,79.7,78.87,80.51
50011,VT,Franklin,1311,15267,30999,47577,79.22,78.74,79.72
50013,VT,Grand Isle,1576,15829,34741,52146,80.02,79.14,80.93
50015,VT,Lamoille,1380,14506,31066,46952,80.17,79.55,80.72
50017,VT,Orange,1315,14754,30534,46603,80.36,79.81,80.92
50019,VT,Orleans,1113,13904,27260,42277,79.35,78.78,79.86
50021,VT,Rutland,1231,13457,28229,42917,79.11,78.67,79.56
50023,VT,Washington,1383,13870,30466,45719,80.37,79.92,80.77
50025,VT,Windham,1315,13513,29293,44121,79.84,79.41,80.30
50027,VT,Windsor,1373,13939,30415,45727,80.39,79.96,80.81
51001,VA,Accomack,991,12799,24691,38481,75.99,75.44,76.56
51003,VA,Albemarle,1573,13928,32804,48305,81.18,80.83,81.52
51005,VA,Alleghany,876,13622,24134,38632,81.7,81.33,82.08
51007,VA,Amelia,1217,15411,30015,46643,76.35,75.74,76.95
51009,VA,Amherst,1007,13863,25947,40817,77.27,76.54,78.07
51011,VA,Appomattox,987,14670,26514,42171,77.77,77.24,78.34
51013,VA,Arlington,2280,9848,37208,49336,77.5,76.81,78.15
51015,VA,Augusta,1178,14328,28464,43970,82.76,82.41,83.09
51017,VA,Bath,988,14575,26431,41994,78.66,78.29,79.03
51019,VA,Bedford,1185,14120,28340,43645,77.3,76.47,78.13
51021,VA,Bland,807,13897,23581,38285,79.27,78.84,79.68
51023,VA,Botetourt,1302,14551,30175,46028,75.79,74.97,76.62
51025,VA,Brunswick,953,13210,24646,38809,79.69,79.18,80.20
51027,VA,Buchanan,816,12155,21947,34918,74.18,73.49,74.86
51029,VA,Buckingham,1010,15413,27533,43956,76.04,75.36,76.72
51031,VA,Campbell,1032,13786,26170,40988,73.68,72.99,74.32
51033,VA,Caroline,1392,14887,31591,47870,77.6,76.95,78.25
51035,VA,Carroll,832,13232,23216,37280,79.28,78.76,79.83
51036,VA,Charles City,1203,15450,29886,46539,78.83,78.33,79.28
51037,VA,Charlotte,929,13361,24509,38799,77.53,76.91,78.15
51041,VA,Chesterfield,1504,13553,31601,46658,77.27,76.69,77.79
51043,VA,Clarke,1594,16784,35912,54290,77.53,76.69,78.38
51045,VA,Craig,1143,14832,28548,44523,76.28,75.54,77.03
51047,VA,Culpeper,1564,16426,35194,53184,81.18,80.83,81.52
51049,VA,Cumberland,1106,13662,26934,41702,78.48,78.14,78.83
51051,VA,Dickenson,787,12502,21946,35235,79.94,79.65,80.25
51053,VA,Dinwiddie,1174,14741,28829,44744,79.17,78.55,79.80
51057,VA,Essex,1085,14037,27057,42179,78.19,77.58,78.84
51059,VA,Fairfax,2353,13165,41401,56919,75.44,74.46,76.38
51061,VA,Fauquier,1869,16627,39055,57551,78.24,77.37,79.17
51063,VA,Floyd,880,14555,25115,40550,78.41,77.88,78.91
51065,VA,Fluvanna,1421,15273,32325,49019,78.39,77.63,79.16
51067,VA,Franklin,1062,14147,26891,42100,75.94,75.53,76.36
51069,VA,Frederick,1465,14224,31804,47493,73.9,73.18,74.60
51071,VA,Giles,854,14128,24376,39358,76.93,76.32,77.55
51073,VA,Gloucester,1414,14718,31686,47818,74.37,73.63,75.12
51075,VA,Goochland,1835,15300,37320,54455,76.75,75.99,77.55
51077,VA,Grayson,744,12649,21577,34970,83.73,83.52,83.93
51079,VA,Greene,1408,15271,32167,48846,83.73,83.52,83.93
51081,VA,Greensville,967,11978,23582,36527,81.81,81.05,82.69
51083,VA,Halifax,920,12788,23828,37536,79.36,78.92,79.78
51085,VA,Hanover,1603,14427,33663,49693,78.67,78.02,79.33
51087,VA,Henrico,1414,12247,29215,42876,80.79,80.20,81.40
51089,VA,Henry,848,12320,22496,35664,76.21,75.65,76.81
51091,VA,Highland,937,14665,25909,41511,78.59,78.12,79.04
51093,VA,Isle of Wight,1518,14644,32860,49022,79.4,78.95,79.84
51095,VA,James City,1715,13833,34413,49961,79.17,78.79,79.55
51097,VA,King and Queen,1020,14815,27055,42890,74.92,73.97,75.80
51099,VA,King George,1734,16544,37352,55630,75.91,75.26,76.57
51101,VA,King William,1304,15254,30902,47460,77.86,77.30,78.43
51103,VA,Lancaster,1145,13049,26789,40983,80.17,79.59,80.71
51105,VA,Lee,763,12334,21490,34587,76.91,76.26,77.52
51107,VA,Loudoun,2492,14764,44668,61924,79.1,78.47,79.78
51109,VA,Louisa,1329,15175,31123,47627,74.37,73.63,75.12
51111,VA,Lunenburg,911,13064,23996,37971,75.66,75.11,76.17
51113,VA,Madison,1266,14891,30083,46240,76.9,76.51,77.27
51115,VA,Mathews,1168,15178,29194,45540,79.88,79.50,80.25
51117,VA,Mecklenburg,949,12865,24253,38067,80.62,80.25,80.99
51119,VA,Middlesex,1449,13942,31330,46721,79.44,79.15,79.74
51121,VA,Montgomery,1190,12161,26441,39792,75.69,75.20,76.18
51125,VA,Nelson,1199,15466,29854,46519,79.75,78.63,80.80
51127,VA,New Kent,1656,15319,35191,52166,73.95,73.23,74.67
51131,VA,Northampton,1040,12638,25118,38796,78.03,77.48,78.52
51133,VA,Northumberland,1344,13367,29495,44206,81.68,81.27,82.10
51135,VA,Nottoway,909,12588,23496,36993,78.81,78.16,79.48
51137,VA,Orange,1349,15451,31639,48439,77.48,76.75,78.15
51139,VA,Page,1014,13876,26044,40934,77.7,76.90,78.47
51141,VA,Patrick,818,12772,22588,36178,78.17,77.46,78.85
51143,VA,Pittsylvania,903,12964,23800,37667,74.54,73.89,75.15
51145,VA,Powhatan,1512,15460,33604,50576,80.26,79.38,81.22
51147,VA,Prince Edward,973,13217,24893,39083,83.19,82.86,83.48
51149,VA,Prince George,1382,14251,30835,46468,78.37,77.80,78.96
51153,VA,Prince William,2031,14529,38901,55461,77.06,76.33,77.75
51155,VA,Pulaski,900,13427,24227,38554,76.92,76.47,77.36
51157,VA,Rappahannock,1697,17544,37908,57149,78.93,78.19,79.64
51159,VA,Richmond,968,13849,25465,40282,80.99,80.70,81.30
51161,VA,Roanoke,1235,12863,27683,41781,80.99,80.70,81.30
51163,VA,Rockbridge,1116,14227,27619,42962,73.26,72.48,74.06
51165,VA,Rockingham,1188,14526,28782,44496,79.19,78.47,79.87
51167,VA,Russell,818,12847,22663,36328,76.13,75.59,76.68
51169,VA,Scott,804,13082,22730,36616,78,77.23,78.67
51171,VA,Shenandoah,1163,14147,28103,43413,79.38,78.94,79.81
51173,VA,Smyth,774,12676,21964,35414,78.06,77.41,78.74
51175,VA,Southampton,1104,14583,27831,43518,78.87,78.19,79.51
51177,VA,Spotsylvania,1666,15731,35723,53120,78.26,77.92,78.60
51179,VA,Stafford,1985,15536,39356,56877,75.53,75.16,75.91
51181,VA,Surry,1121,15083,28535,44739,75.91,75.19,76.67
51183,VA,Sussex,1034,15026,27434,43494,79.6,78.97,80.23
51185,VA,Tazewell,865,12287,22667,35819,76.34,75.20,77.54
51187,VA,Warren,1333,16167,32163,49663,75.57,74.89,76.28
51191,VA,Washington,931,12904,24076,37911,78.79,78.25,79.34
51193,VA,Westmoreland,1146,13740,27492,42378,77.63,77.03,78.20
51195,VA,Wise,837,12094,22138,35069,76.93,76.24,77.58
51197,VA,Wythe,851,13551,23763,38165,72.16,71.51,72.79
51199,VA,York,1738,13469,34325,49532,75.94,75.53,76.36
51510,VA,Alexandria,2047,10439,35003,47489,79.73,79.02,80.46
51520,VA,Bristol,754,11373,20421,32548,74.78,74.29,75.23
51530,VA,Buena Vista,829,11037,20985,32851,80.08,79.50,80.69
51540,VA,Charlottesville,1317,11475,27279,40071,76.98,76.35,77.63
51550,VA,Chesapeake,1616,13083,32475,47174,79.41,78.83,79.98
51570,VA,Colonial Heights,1200,12751,27151,41102,80.99,80.70,81.30
51580,VA,Covington,737,11413,20257,32407,75.56,75.02,76.10
51590,VA,Danville,789,10996,20464,32249,77.85,77.10,78.60
51595,VA,Emporia,800,10103,19703,30606,79.6,78.80,80.31
51600,VA,Fairfax,2235,13277,40097,55609,74.98,74.59,75.40
51610,VA,Falls Church,2494,11756,41684,55934,76.81,75.94,77.65
51620,VA,Franklin,1170,10692,24732,36594,74.99,74.54,75.50
51630,VA,Fredericksburg,1321,13068,28920,43309,79.65,79.27,80.03
51640,VA,Galax,725,10909,19609,31243,79.28,78.76,79.83
51650,VA,Hampton,1285,12433,27853,41571,80.62,80.25,80.99
51660,VA,Harrisonburg,1045,12041,24581,37667,74.71,74.11,75.31
51670,VA,Hopewell,944,12621,23949,37514,77.32,76.73,77.92
51678,VA,Lexington,1167,9455,23459,34081,75.44,74.79,76.02
51680,VA,Lynchburg,1025,11463,23763,36251,79.07,78.55,79.56
51683,VA,Manassas,1700,13889,34289,49878,75.29,74.76,75.83
51685,VA,Manassas Park,1785,14359,35779,51923,76.21,75.65,76.81
51690,VA,Martinsville,787,10991,20435,32213,79.17,78.79,79.55
51700,VA,Newport News,1217,11909,26513,39639,80.1,79.69,80.51
51710,VA,Norfolk,1271,11022,26274,38567,78.66,78.29,79.03
51720,VA,Norton,634,10907,18515,30056,76.82,76.37,77.27
51730,VA,Petersburg,921,11875,22927,35723,78.29,77.47,79.17
51735,VA,Poquoson,1849,14154,36342,52345,74.93,74.17,75.72
51740,VA,Portsmouth,1247,11986,26950,40183,74.31,73.82,74.83
51750,VA,Radford,941,12109,23401,36451,79.89,79.62,80.16
51760,VA,Richmond,1193,10509,24825,36527,77.12,76.59,77.64
51770,VA,Roanoke,977,11173,22897,35047,77.53,77.07,78.01
51775,VA,Salem,1094,12022,25150,38266,78.66,78.29,79.03
51790,VA,Staunton,944,12274,23602,36820,77.3,76.67,77.94
51800,VA,Suffolk,1581,14038,33010,48629,81.68,81.27,82.10
51810,VA,Virginia Beach,1651,12191,32003,45845,77.19,76.56,77.74
51820,VA,Waynesboro,973,12484,24160,37617,73.8,73.26,74.33
51830,VA,Williamsburg,1298,12171,27747,41216,76.52,75.97,77.10
51840,VA,Winchester,1205,12239,26699,40143,78.26,77.92,78.60
53001,WA,Adams,994,15128,27056,43178,79.19,78.49,79.86
53003,WA,Asotin,1021,13521,25773,40315,79.19,78.54,79.82
53005,WA,Benton,1213,14390,28946,44549,79.96,79.62,80.31
53007,WA,Chelan,1067,14694,27498,43259,80.29,79.82,80.73
53009,WA,Clallam,1218,13074,27690,41982,79.45,79.04,79.86
53011,WA,Clark,1433,14120,31316,46869,79.72,79.47,80.00
53013,WA,Columbia,1036,15347,27779,44162,79.14,78.23,79.96
53015,WA,Cowlitz,1171,13505,27557,42233,77.51,77.10,77.94
53017,WA,Douglas,1246,14760,29712,45718,80.56,80.07,81.10
53019,WA,Ferry,941,13673,24965,39579,76.96,76.01,77.87
53021,WA,Franklin,1114,14843,28211,44168,79.9,79.40,80.40
53023,WA,Garfield,843,14333,24449,39625,80.56,79.47,81.63
53025,WA,Grant,996,14672,26624,42292,78.77,78.33,79.23
53027,WA,Grays Harbor,1034,13551,25959,40544,76.61,76.16,77.05
53029,WA,Island,1469,13979,31607,47055,81.93,81.56,82.32
53031,WA,Jefferson,1325,13177,29077,43579,81.26,80.78,81.74
53033,WA,King,1834,13128,35136,50098,81.37,81.21,81.53
53035,WA,Kitsap,1526,14410,32722,48658,79.66,79.33,79.97
53037,WA,Kittitas,1208,14116,28612,43936,80.98,80.45,81.45
53039,WA,Klickitat,1199,14885,29273,45357,79.83,79.20,80.42
53041,WA,Lewis,1125,14232,27732,43089,78.07,77.65,78.51
53043,WA,Lincoln,1033,14902,27298,43233,80.03,79.33,80.75
53045,WA,Mason,1168,14527,28543,44238,78.45,77.95,78.89
53047,WA,Okanogan,942,14298,25602,40842,78.24,77.70,78.75
53049,WA,Pacific,1013,12879,25035,38927,77.38,76.79,77.99
53051,WA,Pend Oreille,987,14925,26769,42681,77.56,76.80,78.30
53053,WA,Pierce,1493,14060,31976,47529,78.72,78.50,78.95
53055,WA,San Juan,1571,14746,33598,49915,83.7,83.11,84.26
53057,WA,Skagit,1442,14242,31546,47230,79.82,79.44,80.19
53059,WA,Skamania,1277,16206,31530,49013,80.08,79.37,80.78
53061,WA,Snohomish,1701,14442,34854,50997,80.15,79.91,80.39
53063,WA,Spokane,1168,12378,26394,39940,78.9,78.64,79.17
53065,WA,Stevens,1073,14782,27658,43513,78.13,77.56,78.65
53067,WA,Thurston,1447,14287,31651,47385,80.16,79.84,80.47
53069,WA,Wahkiakum,1119,14337,27765,43221,78.93,78.02,79.88
53071,WA,Walla Walla,1164,13308,27276,41748,79.8,79.34,80.25
53073,WA,Whatcom,1376,13812,30324,45512,80.98,80.65,81.31
53075,WA,Whitman,961,12108,23640,36709,81.4,80.88,81.87
53077,WA,Yakima,1070,14453,27293,42816,78.44,78.09,78.75
54001,WV,Barbour,800,13087,22687,36574,76.08,75.46,76.72
54003,WV,Berkeley,1192,13663,27967,42822,76.39,75.96,76.84
54005,WV,Boone,856,13275,23547,37678,72.93,72.34,73.58
54007,WV,Braxton,732,12843,21627,35202,76.5,75.77,77.24
54009,WV,Brooke,827,12811,22735,36373,77.11,76.54,77.69
54011,WV,Cabell,861,11822,22154,34837,75.12,74.70,75.54
54013,WV,Calhoun,643,12999,20715,34357,76.48,75.58,77.28
54015,WV,Clay,895,14005,24745,39645,74.55,73.73,75.36
54017,WV,Doddridge,756,14628,23700,39084,76.91,76.10,77.66
54019,WV,Fayette,772,12567,21831,35170,74.3,73.80,74.81
54021,WV,Gilmer,714,12706,21274,34694,76.73,75.89,77.56
54023,WV,Grant,793,13801,23317,37911,78.41,77.68,79.13
54025,WV,Greenbrier,837,12722,22766,36325,76.48,75.94,77.00
54027,WV,Hampshire,791,14030,23522,38343,77.56,76.94,78.16
54029,WV,Hancock,799,12506,22094,35399,76.71,76.18,77.19
54031,WV,Hardy,893,14507,25223,40623,77.67,76.97,78.37
54033,WV,Harrison,870,13027,23467,37364,75.94,75.50,76.38
54035,WV,Jackson,849,13736,23924,38509,77.07,76.56,77.64
54037,WV,Jefferson,1354,16110,32358,49822,77.77,77.27,78.23
54039,WV,Kanawha,887,11885,22529,35301,75.61,75.27,75.97
54041,WV,Lewis,704,12686,21134,34524,75.12,74.48,75.78
54043,WV,Lincoln,685,13717,21937,36339,73.58,72.95,74.25
54045,WV,Logan,807,12339,22023,35169,72.22,71.64,72.75
54047,WV,McDowell,567,11430,18234,30231,77.18,76.74,77.64
54049,WV,Marion,935,13164,24384,38483,77.41,76.88,77.93
54051,WV,Marshall,814,13067,22835,36716,75.46,74.90,76.04
54053,WV,Mason,759,12655,21763,35177,70.27,69.61,70.96
54055,WV,Mercer,804,11866,21514,34184,74.06,73.57,74.57
54057,WV,Mineral,747,12090,21054,33891,77.41,76.90,77.96
54059,WV,Mingo,815,11731,21511,34057,71.38,70.77,72.00
54061,WV,Monongalia,1012,12428,24572,38012,79.15,78.73,79.55
54063,WV,Monroe,881,13226,23798,37905,77.13,76.40,77.85
54065,WV,Morgan,1050,12836,25436,39322,77.26,76.54,77.90
54067,WV,Nicholas,816,12935,22727,36478,75.36,74.74,75.95
54069,WV,Ohio,803,11788,21424,34015,77.49,77.06,77.96
54071,WV,Pendleton,804,13111,22759,36674,79.34,78.55,80.08
54073,WV,Pleasants,905,13733,24593,39231,76.47,75.65,77.34
54075,WV,Pocahontas,802,13525,23149,37476,76.67,75.91,77.44
54077,WV,Preston,916,14346,25338,40600,77.17,76.68,77.71
54079,WV,Putnam,1064,13190,25958,40212,77.41,76.93,77.84
54081,WV,Raleigh,863,12155,22511,35529,75.17,74.73,75.65
54083,WV,Randolph,746,12676,21628,35050,76.9,76.31,77.42
54085,WV,Ritchie,734,13391,22199,36324,76.13,75.37,76.85
54087,WV,Roane,775,12697,21997,35469,75.34,74.64,76.04
54089,WV,Summers,659,12480,20388,33527,76.14,75.49,76.82
54091,WV,Taylor,861,13781,24113,38755,77.07,76.46,77.74
54093,WV,Tucker,828,14193,24129,39150,77.54,76.70,78.36
54095,WV,Tyler,763,13054,22210,36027,76.6,75.88,77.36
54097,WV,Upshur,823,13728,23604,38155,76.91,76.34,77.54
54099,WV,Wayne,800,13218,22818,36836,75.94,75.41,76.46
54101,WV,Webster,674,12336,20424,33434,75.36,74.60,76.13
54103,WV,Wetzel,726,12416,21128,34270,76.42,75.80,77.00
54105,WV,Wirt,679,14140,22288,37107,76.64,75.69,77.56
54107,WV,Wood,864,12135,22503,35502,76.56,76.17,77.00
54109,WV,Wyoming,701,12500,20912,34113,72.69,72.06,73.31
55001,WI,Adams,1077,14219,27143,42439,77.77,77.19,78.35
55003,WI,Ashland,955,12560,24020,37535,77.69,77.11,78.34
55005,WI,Barron,1032,13972,26356,41360,79.58,79.15,80.00
55007,WI,Bayfield,1079,14363,27311,42753,79.91,79.29,80.53
55009,WI,Brown,1141,12933,26625,40699,80.59,80.26,80.91
55011,WI,Buffalo,1092,14637,27741,43470,80.02,79.36,80.69
55013,WI,Burnett,1040,13861,26341,41242,79.08,78.44,79.66
55015,WI,Calumet,1256,15247,30319,46822,80.34,79.85,80.84
55017,WI,Chippewa,1095,14123,27263,42481,80.14,79.68,80.58
55019,WI,Clark,987,14734,26578,42299,80.02,79.50,80.57
55021,WI,Columbia,1288,15428,30884,47600,79.31,78.86,79.79
55023,WI,Crawford,988,13970,25826,40784,79.64,78.98,80.25
55025,WI,Dane,1425,13049,30149,44623,81.15,80.90,81.42
55027,WI,Dodge,1200,14148,28548,43896,79.73,79.32,80.13
55029,WI,Door,1186,13800,28032,43018,80.95,80.43,81.45
55031,WI,Douglas,1041,12812,25304,39157,78.4,77.91,78.91
55033,WI,Dunn,1129,14203,27751,43083,81.16,80.64,81.66
55035,WI,Eau Claire,1084,12610,25618,39312,80.57,80.18,80.96
55037,WI,Florence,1132,14996,28580,44708,79.47,78.61,80.36
55039,WI,Fond du Lac,1160,13767,27687,42614,79.95,79.59,80.34
55041,WI,Forest,919,14180,25208,40307,78.28,77.57,79.05
55043,WI,Grant,1049,14414,27002,42465,79.66,79.21,80.08
55045,WI,Green,1239,15437,30305,46981,80.46,79.94,80.98
55047,WI,Green Lake,1035,14021,26441,41497,79.29,78.73,79.84
55049,WI,Iowa,1251,16065,31077,48393,80.17,79.57,80.72
55051,WI,Iron,945,13602,24942,39489,79.27,78.46,80.08
55053,WI,Jackson,1023,14422,26698,42143,78.58,77.98,79.20
55055,WI,Jefferson,1258,14376,29472,45106,80.19,79.80,80.60
55057,WI,Juneau,1047,14145,26709,41901,78.06,77.48,78.67
55059,WI,Kenosha,1311,13867,29599,44777,78.23,77.85,78.57
55061,WI,Kewaunee,1152,15225,29049,45426,81.39,80.81,81.96
55063,WI,La Crosse,1168,12611,26627,40406,80.35,79.98,80.73
55065,WI,Lafayette,1128,15145,28681,44954,80.72,80.12,81.36
55067,WI,Langlade,930,13683,24843,39456,79.47,78.84,80.04
55069,WI,Lincoln,1014,13851,26019,40884,79.39,78.85,79.93
55071,WI,Manitowoc,1055,13662,26322,41039,80.22,79.84,80.61
55073,WI,Marathon,1120,13920,27360,42400,80.62,80.27,80.98
55075,WI,Marinette,948,13289,24665,38902,78.9,78.39,79.36
55077,WI,Marquette,1084,14717,27725,43526,78.98,78.32,79.64
55078,WI,Menominee,792,14633,24137,39562,72.81,71.63,73.99
55079,WI,Milwaukee,1165,10747,24727,36639,77.66,77.44,77.88
55081,WI,Monroe,1051,13932,26544,41527,78.51,78.05,79.01
55083,WI,Oconto,1143,15296,29012,45451,79.64,79.14,80.15
55085,WI,Oneida,1134,14240,27848,43222,79.47,78.94,79.95
55087,WI,Outagamie,1203,14304,28740,44247,81.06,80.75,81.40
55089,WI,Ozaukee,1638,13598,33254,48490,82.13,81.75,82.49
55091,WI,Pepin,1140,15005,28685,44830,80.99,80.28,81.74
55093,WI,Pierce,1402,15612,32436,49450,81.29,80.81,81.78
55095,WI,Polk,1207,14603,29087,44897,79.76,79.27,80.27
55097,WI,Portage,1066,13434,26226,40726,80.89,80.47,81.30
55099,WI,Price,986,13864,25696,40546,79.2,78.58,79.80
55101,WI,Racine,1264,12920,28088,42272,78.99,78.64,79.34
55103,WI,Richland,1024,14117,26405,41546,80.63,80.04,81.23
55105,WI,Rock,1109,13371,26679,41159,78.89,78.54,79.25
55107,WI,Rusk,968,13327,24943,39238,78.85,78.23,79.48
55109,WI,St. Croix,1453,15414,32850,49717,80.7,80.32,81.11
55111,WI,Sauk,1185,14092,28312,43589,79.62,79.14,80.07
55113,WI,Sawyer,1003,13838,25874,40715,77.79,77.16,78.40
55115,WI,Shawano,1055,14592,27252,42899,79.51,79.07,79.98
55117,WI,Sheboygan,1108,13198,26494,40800,80.33,79.98,80.72
55119,WI,Taylor,1050,14476,27076,42602,81.54,80.99,82.12
55121,WI,Trempealeau,1095,14700,27840,43635,80.15,79.62,80.71
55123,WI,Vernon,1100,14583,27783,43466,80.02,79.51,80.54
55125,WI,Vilas,1126,13261,26773,41160,79.59,79.02,80.18
55127,WI,Walworth,1323,14010,29886,45219,79.57,79.17,79.94
55129,WI,Washburn,1018,13767,25983,40768,78.29,77.68,78.88
55131,WI,Washington,1452,13914,31338,46704,81.23,80.90,81.58
55133,WI,Waukesha,1619,13160,32588,47367,81.55,81.29,81.80
55135,WI,Waupaca,1090,14285,27365,42740,78.03,77.56,78.47
55137,WI,Waushara,1078,14541,27477,43096,79.22,78.61,79.80
55139,WI,Winnebago,1096,12482,25634,39212,80.24,79.88,80.61
55141,WI,Wood,990,13459,25339,39788,80.83,80.45,81.21
56001,WY,Albany,1078,12195,25131,38404,80.54,79.99,81.12
56003,WY,Big Horn,988,14966,26822,42776,77.76,76.97,78.48
56005,WY,Campbell,1351,15753,31965,49069,77.47,76.86,78.10
56007,WY,Carbon,1022,14179,26443,41644,77.3,76.61,77.97
56009,WY,Converse,1240,15063,29943,46246,78.77,78.00,79.53
56011,WY,Crook,1190,15915,30195,47300,79.94,79.04,80.80
56013,WY,Fremont,1138,14328,27984,43450,75.82,75.23,76.40
56015,WY,Goshen,990,13849,25729,40568,79.81,79.12,80.52
56017,WY,Hot Springs,995,13162,25102,39259,77.09,76.07,78.05
56019,WY,Johnson,1098,14223,27399,42720,79.51,78.79,80.25
56021,WY,Laramie,1258,13746,28842,43846,78.88,78.46,79.31
56023,WY,Lincoln,1252,16318,31342,48912,80.03,79.37,80.70
56025,WY,Natrona,1166,13133,27125,41424,77.65,77.20,78.10
56027,WY,Niobrara,1029,13522,25870,40421,78.86,77.81,79.89
56029,WY,Park,1137,14636,28280,44053,80.17,79.61,80.75
56031,WY,Platte,892,13437,24141,38470,78.82,78.06,79.56
